"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20250601_20250615.csv"
"C","Report for: 06/01/2025 - 06/15/2025"
"C","Report generated: 10/01/2025 16:36:00 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","06/01/2025","01",9861.42
"D","06/01/2025","02",9496.36
"D","06/01/2025","03",9174.43
"D","06/01/2025","04",9029.25
"D","06/01/2025","05",9037.52
"D","06/01/2025","06",9098.01
"D","06/01/2025","07",9155.08
"D","06/01/2025","08",9143.22
"D","06/01/2025","09",9012.44
"D","06/01/2025","10",8937.66
"D","06/01/2025","11",8871.51
"D","06/01/2025","12",8827.87
"D","06/01/2025","13",8739.23
"D","06/01/2025","14",8577.8
"D","06/01/2025","15",8704.55
"D","06/01/2025","16",8871.22
"D","06/01/2025","17",9651.03
"D","06/01/2025","18",10620.79
"D","06/01/2025","19",11559.38
"D","06/01/2025","20",12075.36
"D","06/01/2025","21",12329.04
"D","06/01/2025","22",11947.22
"D","06/01/2025","23",10990.47
"D","06/01/2025","24",10050.01
"D","06/02/2025","01",9436.93
"D","06/02/2025","02",9274.59
"D","06/02/2025","03",8905.91
"D","06/02/2025","04",8855.65
"D","06/02/2025","05",9140.58
"D","06/02/2025","06",9783.29
"D","06/02/2025","07",10609.13
"D","06/02/2025","08",10602.74
"D","06/02/2025","09",9753.18
"D","06/02/2025","10",8863.0
"D","06/02/2025","11",8444.33
"D","06/02/2025","12",8478.16
"D","06/02/2025","13",8678.98
"D","06/02/2025","14",8868.33
"D","06/02/2025","15",8863.5
"D","06/02/2025","16",9216.56
"D","06/02/2025","17",10240.26
"D","06/02/2025","18",11630.14
"D","06/02/2025","19",12675.02
"D","06/02/2025","20",13155.51
"D","06/02/2025","21",13294.41
"D","06/02/2025","22",12723.64
"D","06/02/2025","23",11622.4
"D","06/02/2025","24",10743.49
"D","06/03/2025","01",9996.14
"D","06/03/2025","02",9471.12
"D","06/03/2025","03",9388.6
"D","06/03/2025","04",9366.35
"D","06/03/2025","05",9588.12
"D","06/03/2025","06",9920.12
"D","06/03/2025","07",10642.74
"D","06/03/2025","08",10571.54
"D","06/03/2025","09",9770.51
"D","06/03/2025","10",9153.27
"D","06/03/2025","11",8589.97
"D","06/03/2025","12",8442.52
"D","06/03/2025","13",8690.16
"D","06/03/2025","14",8963.95
"D","06/03/2025","15",9147.41
"D","06/03/2025","16",10040.62
"D","06/03/2025","17",11231.59
"D","06/03/2025","18",12576.42
"D","06/03/2025","19",13594.87
"D","06/03/2025","20",13992.38
"D","06/03/2025","21",14052.45
"D","06/03/2025","22",13452.29
"D","06/03/2025","23",12295.48
"D","06/03/2025","24",11357.83
"D","06/04/2025","01",10789.46
"D","06/04/2025","02",10260.19
"D","06/04/2025","03",10025.37
"D","06/04/2025","04",9855.76
"D","06/04/2025","05",9977.72
"D","06/04/2025","06",10234.3
"D","06/04/2025","07",10923.48
"D","06/04/2025","08",11155.59
"D","06/04/2025","09",10776.79
"D","06/04/2025","10",10452.09
