"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20240116_20240130.csv"
"C","Report for: 01/16/2024 - 01/30/2024"
"C","Report generated: 10/02/2025 10:26:05 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/16/2024","01",13685.31
"D","01/16/2024","02",13183.56
"D","01/16/2024","03",13283.38
"D","01/16/2024","04",13545.86
"D","01/16/2024","05",13762.24
"D","01/16/2024","06",14039.18
"D","01/16/2024","07",15015.2
"D","01/16/2024","08",15987.74
"D","01/16/2024","09",16542.97
"D","01/16/2024","10",16834.85
"D","01/16/2024","11",17022.22
"D","01/16/2024","12",17219.32
"D","01/16/2024","13",17363.93
"D","01/16/2024","14",17289.62
"D","01/16/2024","15",17073.16
"D","01/16/2024","16",17051.14
"D","01/16/2024","17",17507.0
"D","01/16/2024","18",18015.49
"D","01/16/2024","19",17846.66
"D","01/16/2024","20",17606.42
"D","01/16/2024","21",17041.27
"D","01/16/2024","22",16295.05
"D","01/16/2024","23",15259.96
"D","01/16/2024","24",14464.31
"D","01/17/2024","01",14317.58
"D","01/17/2024","02",14283.35
"D","01/17/2024","03",14044.68
"D","01/17/2024","04",14033.46
"D","01/17/2024","05",14185.26
"D","01/17/2024","06",14520.02
"D","01/17/2024","07",15916.42
"D","01/17/2024","08",16904.62
"D","01/17/2024","09",17130.57
"D","01/17/2024","10",16831.29
"D","01/17/2024","11",16472.46
"D","01/17/2024","12",16215.37
"D","01/17/2024","13",16012.16
"D","01/17/2024","14",15966.91
"D","01/17/2024","15",16092.16
"D","01/17/2024","16",16562.23
"D","01/17/2024","17",17626.16
"D","01/17/2024","18",18242.45
"D","01/17/2024","19",18276.9
"D","01/17/2024","20",17975.23
"D","01/17/2024","21",17444.04
"D","01/17/2024","22",16659.26
"D","01/17/2024","23",15834.34
"D","01/17/2024","24",14934.15
"D","01/18/2024","01",14711.57
"D","01/18/2024","02",14470.32
"D","01/18/2024","03",14320.33
"D","01/18/2024","04",14594.28
"D","01/18/2024","05",14471.78
"D","01/18/2024","06",15338.92
"D","01/18/2024","07",16517.46
"D","01/18/2024","08",17421.45
"D","01/18/2024","09",17490.84
"D","01/18/2024","10",17311.53
"D","01/18/2024","11",17151.56
"D","01/18/2024","12",16810.24
"D","01/18/2024","13",16552.56
"D","01/18/2024","14",16459.44
"D","01/18/2024","15",16482.51
"D","01/18/2024","16",16764.27
"D","01/18/2024","17",17344.27
"D","01/18/2024","18",18030.48
"D","01/18/2024","19",17911.41
"D","01/18/2024","20",17560.27
"D","01/18/2024","21",17124.01
"D","01/18/2024","22",16359.06
"D","01/18/2024","23",15491.53
"D","01/18/2024","24",14585.77
"D","01/19/2024","01",14324.83
"D","01/19/2024","02",14249.78
"D","01/19/2024","03",14110.74
"D","01/19/2024","04",14149.75
"D","01/19/2024","05",14213.9
"D","01/19/2024","06",14598.17
"D","01/19/2024","07",15577.23
"D","01/19/2024","08",16601.12
"D","01/19/2024","09",16909.41
"D","01/19/2024","10",16919.5
"D","01/19/2024","11",16943.85
"D","01/19/2024","12",16802.83
"D","01/19/2024","13",16619.08
"D","01/19/2024","14",16620.24
"D","01/19/2024","15",16620.14
"D","01/19/2024","16",16716.79
"D","01/19/2024","17",17210.43
"D","01/19/2024","18",17770.38
"D","01/19/2024","19",17641.19
"D","01/19/2024","20",17279.1
"D","01/19/2024","21",16778.22
"D","01/19/2024","22",16122.34
"D","01/19/2024","23",15295.68
"D","01/19/2024","24",14511.94
"D","01/20/2024","01",14566.65
"D","01/20/2024","02",14291.89
"D","01/20/2024","03",14155.68
"D","01/20/2024","04",14163.97
"D","01/20/2024","05",14126.97
"D","01/20/2024","06",14120.98
"D","01/20/2024","07",14795.18
"D","01/20/2024","08",15520.31
"D","01/20/2024","09",16194.1
"D","01/20/2024","10",16516.57
"D","01/20/2024","11",16490.39
"D","01/20/2024","12",16300.32
"D","01/20/2024","13",16178.13
"D","01/20/2024","14",16216.3
"D","01/20/2024","15",16442.9
"D","01/20/2024","16",16826.8
"D","01/20/2024","17",17495.99
"D","01/20/2024","18",18105.5
"D","01/20/2024","19",17983.66
"D","01/20/2024","20",17636.36
"D","01/20/2024","21",17214.1
"D","01/20/2024","22",16614.2
"D","01/20/2024","23",15843.42
"D","01/20/2024","24",15083.44
"D","01/21/2024","01",14489.82
"D","01/21/2024","02",14098.48
"D","01/21/2024","03",13903.08
"D","01/21/2024","04",13837.48
"D","01/21/2024","05",13929.26
"D","01/21/2024","06",14229.43
"D","01/21/2024","07",14760.77
"D","01/21/2024","08",15365.88
"D","01/21/2024","09",15867.42
"D","01/21/2024","10",15783.46
"D","01/21/2024","11",15582.03
"D","01/21/2024","12",15408.02
"D","01/21/2024","13",15243.53
"D","01/21/2024","14",15112.92
"D","01/21/2024","15",15324.27
"D","01/21/2024","16",15995.93
"D","01/21/2024","17",17083.42
"D","01/21/2024","18",18106.93
"D","01/21/2024","19",18106.29
"D","01/21/2024","20",17702.12
"D","01/21/2024","21",17148.51
"D","01/21/2024","22",16293.39
"D","01/21/2024","23",15300.14
"D","01/21/2024","24",14426.26
"D","01/22/2024","01",14232.18
"D","01/22/2024","02",13943.14
"D","01/22/2024","03",13849.39
"D","01/22/2024","04",13923.04
"D","01/22/2024","05",14313.06
"D","01/22/2024","06",14934.42
"D","01/22/2024","07",16491.02
"D","01/22/2024","08",17457.41
"D","01/22/2024","09",17283.17
"D","01/22/2024","10",16556.76
"D","01/22/2024","11",16105.23
"D","01/22/2024","12",15407.32
"D","01/22/2024","13",15170.46
"D","01/22/2024","14",15267.35
"D","01/22/2024","15",15303.85
"D","01/22/2024","16",15919.69
"D","01/22/2024","17",16823.52
"D","01/22/2024","18",17691.02
"D","01/22/2024","19",17479.88
"D","01/22/2024","20",16942.31
"D","01/22/2024","21",16206.9
"D","01/22/2024","22",15373.08
"D","01/22/2024","23",14429.58
"D","01/22/2024","24",13498.62
"D","01/23/2024","01",13217.0
"D","01/23/2024","02",13035.18
"D","01/23/2024","03",12840.39
"D","01/23/2024","04",12809.43
"D","01/23/2024","05",13036.98
"D","01/23/2024","06",13284.08
"D","01/23/2024","07",14640.07
"D","01/23/2024","08",15547.9
"D","01/23/2024","09",15600.63
"D","01/23/2024","10",15412.02
"D","01/23/2024","11",15341.02
"D","01/23/2024","12",15293.1
"D","01/23/2024","13",15157.58
"D","01/23/2024","14",15162.54
"D","01/23/2024","15",15204.78
"D","01/23/2024","16",15485.53
"D","01/23/2024","17",16173.1
"D","01/23/2024","18",16975.26
"D","01/23/2024","19",16864.98
"D","01/23/2024","20",16388.08
"D","01/23/2024","21",15730.35
"D","01/23/2024","22",15302.33
"D","01/23/2024","23",14564.48
"D","01/23/2024","24",13717.27
"D","01/24/2024","01",13258.22
"D","01/24/2024","02",12914.75
"D","01/24/2024","03",12751.57
"D","01/24/2024","04",12739.85
"D","01/24/2024","05",13089.12
"D","01/24/2024","06",13461.48
"D","01/24/2024","07",14546.61
"D","01/24/2024","08",15499.65
"D","01/24/2024","09",15946.48
"D","01/24/2024","10",16124.44
"D","01/24/2024","11",16164.42
"D","01/24/2024","12",16156.76
"D","01/24/2024","13",16076.64
"D","01/24/2024","14",16043.11
"D","01/24/2024","15",15949.44
"D","01/24/2024","16",16018.29
"D","01/24/2024","17",16458.88
"D","01/24/2024","18",17042.52
"D","01/24/2024","19",16791.76
"D","01/24/2024","20",16282.31
"D","01/24/2024","21",15654.33
"D","01/24/2024","22",15155.65
"D","01/24/2024","23",13986.62
"D","01/24/2024","24",13031.93
"D","01/25/2024","01",12268.64
"D","01/25/2024","02",12110.66
"D","01/25/2024","03",12077.38
"D","01/25/2024","04",11970.07
"D","01/25/2024","05",11936.38
"D","01/25/2024","06",12409.33
"D","01/25/2024","07",13484.82
"D","01/25/2024","08",14457.15
"D","01/25/2024","09",14670.52
"D","01/25/2024","10",14434.17
"D","01/25/2024","11",13948.92
"D","01/25/2024","12",13406.75
"D","01/25/2024","13",13410.14
"D","01/25/2024","14",13683.85
"D","01/25/2024","15",13633.46
"D","01/25/2024","16",13970.11
"D","01/25/2024","17",14753.01
"D","01/25/2024","18",15632.54
"D","01/25/2024","19",15588.72
"D","01/25/2024","20",15169.25
"D","01/25/2024","21",14607.65
"D","01/25/2024","22",13822.5
"D","01/25/2024","23",12812.93
"D","01/25/2024","24",12318.72
"D","01/26/2024","01",12449.18
"D","01/26/2024","02",12109.84
"D","01/26/2024","03",11921.47
"D","01/26/2024","04",11939.2
"D","01/26/2024","05",12260.3
"D","01/26/2024","06",12568.62
"D","01/26/2024","07",13566.17
"D","01/26/2024","08",14531.59
"D","01/26/2024","09",14986.01
"D","01/26/2024","10",15162.09
"D","01/26/2024","11",15208.45
"D","01/26/2024","12",15070.89
"D","01/26/2024","13",14835.85
"D","01/26/2024","14",14858.88
"D","01/26/2024","15",14829.46
"D","01/26/2024","16",14939.7
"D","01/26/2024","17",15380.31
"D","01/26/2024","18",15908.87
"D","01/26/2024","19",15620.67
"D","01/26/2024","20",15110.18
"D","01/26/2024","21",14556.36
"D","01/26/2024","22",13865.09
"D","01/26/2024","23",12994.63
"D","01/26/2024","24",12369.46
"D","01/27/2024","01",12058.46
