"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20230501_20230515.csv"
"C","Report for: 05/01/2023 - 05/15/2023"
"C","Report generated: 10/02/2025 10:45:02 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","05/01/2023","01",10158.74
"D","05/01/2023","02",9789.59
"D","05/01/2023","03",9610.06
"D","05/01/2023","04",9485.4
"D","05/01/2023","05",9505.73
"D","05/01/2023","06",10031.6
"D","05/01/2023","07",11266.68
"D","05/01/2023","08",12015.14
"D","05/01/2023","09",11996.62
"D","05/01/2023","10",11298.08
"D","05/01/2023","11",10570.98
"D","05/01/2023","12",10056.96
"D","05/01/2023","13",9762.62
"D","05/01/2023","14",10058.06
"D","05/01/2023","15",10318.33
"D","05/01/2023","16",10191.5
"D","05/01/2023","17",10768.7
"D","05/01/2023","18",11689.38
"D","05/01/2023","19",12423.35
"D","05/01/2023","20",12815.15
"D","05/01/2023","21",12852.48
"D","05/01/2023","22",12117.29
"D","05/01/2023","23",11105.0
"D","05/01/2023","24",10174.85
"D","05/02/2023","01",10173.3
"D","05/02/2023","02",9889.37
"D","05/02/2023","03",9928.63
"D","05/02/2023","04",9981.39
"D","05/02/2023","05",10067.01
"D","05/02/2023","06",10704.87
"D","05/02/2023","07",11404.31
"D","05/02/2023","08",11949.94
"D","05/02/2023","09",11570.33
"D","05/02/2023","10",11521.83
"D","05/02/2023","11",11333.34
"D","05/02/2023","12",11531.54
"D","05/02/2023","13",11538.1
"D","05/02/2023","14",11360.17
"D","05/02/2023","15",10795.93
"D","05/02/2023","16",10879.76
"D","05/02/2023","17",11495.57
"D","05/02/2023","18",12314.99
"D","05/02/2023","19",12805.34
"D","05/02/2023","20",13140.18
"D","05/02/2023","21",13119.12
"D","05/02/2023","22",12369.97
"D","05/02/2023","23",11340.84
"D","05/02/2023","24",10486.62
"D","05/03/2023","01",10413.43
"D","05/03/2023","02",10091.42
"D","05/03/2023","03",9925.56
"D","05/03/2023","04",9910.11
"D","05/03/2023","05",10168.56
"D","05/03/2023","06",10372.54
"D","05/03/2023","07",11498.8
"D","05/03/2023","08",11861.61
"D","05/03/2023","09",11365.34
"D","05/03/2023","10",10931.2
"D","05/03/2023","11",11155.89
"D","05/03/2023","12",11133.65
"D","05/03/2023","13",11225.52
"D","05/03/2023","14",11279.28
"D","05/03/2023","15",11165.72
"D","05/03/2023","16",11166.79
"D","05/03/2023","17",11608.66
"D","05/03/2023","18",12431.22
"D","05/03/2023","19",12992.36
"D","05/03/2023","20",13269.76
"D","05/03/2023","21",13138.52
"D","05/03/2023","22",12384.98
"D","05/03/2023","23",11336.57
"D","05/03/2023","24",10410.08
