"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20231001_20231015.csv"
"C","Report for: 10/01/2023 - 10/15/2023"
"C","Report generated: 10/02/2025 10:42:29 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","10/01/2023","01",9650.05
"D","10/01/2023","02",9303.23
"D","10/01/2023","03",9328.38
"D","10/01/2023","04",9194.37
"D","10/01/2023","05",9196.1
"D","10/01/2023","06",9380.87
"D","10/01/2023","07",9472.41
"D","10/01/2023","08",9851.44
"D","10/01/2023","09",9910.47
"D","10/01/2023","10",9655.26
"D","10/01/2023","11",9150.11
"D","10/01/2023","12",8807.49
"D","10/01/2023","13",8729.49
"D","10/01/2023","14",8883.51
"D","10/01/2023","15",9361.31
"D","10/01/2023","16",10019.47
"D","10/01/2023","17",11417.42
"D","10/01/2023","18",12816.7
"D","10/01/2023","19",13562.56
"D","10/01/2023","20",13628.09
"D","10/01/2023","21",13046.61
"D","10/01/2023","22",12193.7
"D","10/01/2023","23",11216.02
"D","10/01/2023","24",10310.65
"D","10/02/2023","01",10305.2
"D","10/02/2023","02",9989.76
"D","10/02/2023","03",9778.32
"D","10/02/2023","04",9741.42
"D","10/02/2023","05",9945.44
"D","10/02/2023","06",10271.98
"D","10/02/2023","07",11474.95
"D","10/02/2023","08",12101.49
"D","10/02/2023","09",11566.4
"D","10/02/2023","10",10714.0
"D","10/02/2023","11",10086.27
"D","10/02/2023","12",9810.95
"D","10/02/2023","13",9778.85
"D","10/02/2023","14",9989.49
"D","10/02/2023","15",10411.81
"D","10/02/2023","16",11238.43
"D","10/02/2023","17",12505.67
"D","10/02/2023","18",13848.72
"D","10/02/2023","19",14451.52
"D","10/02/2023","20",14356.69
"D","10/02/2023","21",13564.53
"D","10/02/2023","22",12565.49
"D","10/02/2023","23",11448.42
"D","10/02/2023","24",10466.43
"D","10/03/2023","01",10103.56
"D","10/03/2023","02",9992.82
"D","10/03/2023","03",9860.45
"D","10/03/2023","04",9737.07
"D","10/03/2023","05",9967.67
"D","10/03/2023","06",10684.3
"D","10/03/2023","07",11396.63
"D","10/03/2023","08",12027.26
"D","10/03/2023","09",11451.83
"D","10/03/2023","10",10674.1
"D","10/03/2023","11",10231.05
"D","10/03/2023","12",10186.04
"D","10/03/2023","13",10372.5
"D","10/03/2023","14",10880.99
"D","10/03/2023","15",11610.9
"D","10/03/2023","16",12703.52
"D","10/03/2023","17",14019.31
"D","10/03/2023","18",15125.44
"D","10/03/2023","19",15503.62
"D","10/03/2023","20",15397.15
"D","10/03/2023","21",14731.15
"D","10/03/2023","22",13752.22
"D","10/03/2023","23",12548.93
"D","10/03/2023","24",11504.0
"D","10/04/2023","01",11035.01
"D","10/04/2023","02",10822.17
"D","10/04/2023","03",10496.93
"D","10/04/2023","04",10363.84
"D","10/04/2023","05",10511.81
"D","10/04/2023","06",10860.57
"D","10/04/2023","07",11887.46
"D","10/04/2023","08",12596.49
"D","10/04/2023","09",12278.57
"D","10/04/2023","10",11725.42
"D","10/04/2023","11",11440.28
"D","10/04/2023","12",11527.79
"D","10/04/2023","13",11842.39
"D","10/04/2023","14",12425.8
"D","10/04/2023","15",13123.09
"D","10/04/2023","16",14123.72
"D","10/04/2023","17",15306.7
"D","10/04/2023","18",16137.12
"D","10/04/2023","19",16218.7
"D","10/04/2023","20",15972.46
"D","10/04/2023","21",15267.61
"D","10/04/2023","22",14217.16
"D","10/04/2023","23",12975.38
"D","10/04/2023","24",11826.21
"D","10/05/2023","01",11300.63
"D","10/05/2023","02",11059.32
"D","10/05/2023","03",10719.78
"D","10/05/2023","04",10558.99
"D","10/05/2023","05",10694.88
"D","10/05/2023","06",11319.84
"D","10/05/2023","07",12066.75
"D","10/05/2023","08",12840.64
"D","10/05/2023","09",12854.51
"D","10/05/2023","10",12378.05
"D","10/05/2023","11",11611.87
"D","10/05/2023","12",11331.04
"D","10/05/2023","13",11345.58
"D","10/05/2023","14",11704.63
"D","10/05/2023","15",12198.51
"D","10/05/2023","16",13055.95
"D","10/05/2023","17",14133.34
"D","10/05/2023","18",15085.53
"D","10/05/2023","19",15394.65
"D","10/05/2023","20",15146.86
"D","10/05/2023","21",14440.57
"D","10/05/2023","22",13522.94
"D","10/05/2023","23",12437.06
"D","10/05/2023","24",11409.37
"D","10/06/2023","01",11010.86
