"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20220616_20220630.csv"
"C","Report for: 06/16/2022 - 06/30/2022"
"C","Report generated: 10/02/2025 11:08:25 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","06/16/2022","01",11733.36
"D","06/16/2022","02",11175.36
"D","06/16/2022","03",10810.49
"D","06/16/2022","04",10905.57
"D","06/16/2022","05",10810.64
"D","06/16/2022","06",11247.82
"D","06/16/2022","07",12105.16
"D","06/16/2022","08",12728.9
"D","06/16/2022","09",12997.9
"D","06/16/2022","10",13112.51
"D","06/16/2022","11",13571.83
"D","06/16/2022","12",13492.23
"D","06/16/2022","13",13380.21
"D","06/16/2022","14",13614.06
"D","06/16/2022","15",13742.65
"D","06/16/2022","16",13716.2
"D","06/16/2022","17",14029.12
"D","06/16/2022","18",14491.11
"D","06/16/2022","19",14788.78
"D","06/16/2022","20",14755.53
"D","06/16/2022","21",14646.89
"D","06/16/2022","22",14111.77
"D","06/16/2022","23",13131.55
"D","06/16/2022","24",12129.85
"D","06/17/2022","01",11425.03
"D","06/17/2022","02",11496.8
"D","06/17/2022","03",11456.3
"D","06/17/2022","04",11381.4
"D","06/17/2022","05",11561.75
"D","06/17/2022","06",11723.38
"D","06/17/2022","07",12429.38
"D","06/17/2022","08",13477.5
"D","06/17/2022","09",14175.43
"D","06/17/2022","10",14408.45
"D","06/17/2022","11",14579.01
"D","06/17/2022","12",14763.44
"D","06/17/2022","13",15424.82
"D","06/17/2022","14",16240.82
"D","06/17/2022","15",16112.96
"D","06/17/2022","16",16179.95
"D","06/17/2022","17",16604.1
"D","06/17/2022","18",17095.42
"D","06/17/2022","19",17275.23
"D","06/17/2022","20",16990.25
"D","06/17/2022","21",16350.83
"D","06/17/2022","22",15693.01
"D","06/17/2022","23",14456.14
"D","06/17/2022","24",13117.86
"D","06/18/2022","01",12066.74
"D","06/18/2022","02",11352.58
"D","06/18/2022","03",10892.46
"D","06/18/2022","04",10618.64
"D","06/18/2022","05",10848.1
"D","06/18/2022","06",10843.4
"D","06/18/2022","07",11067.47
"D","06/18/2022","08",10978.94
"D","06/18/2022","09",11175.0
"D","06/18/2022","10",11005.06
"D","06/18/2022","11",10966.96
"D","06/18/2022","12",11023.85
"D","06/18/2022","13",11097.56
"D","06/18/2022","14",11211.08
"D","06/18/2022","15",11349.02
"D","06/18/2022","16",11677.0
"D","06/18/2022","17",11965.1
"D","06/18/2022","18",12307.04
"D","06/18/2022","19",12406.24
"D","06/18/2022","20",12338.99
"D","06/18/2022","21",12297.59
"D","06/18/2022","22",11920.25
"D","06/18/2022","23",11188.1
"D","06/18/2022","24",10402.91
"D","06/19/2022","01",9896.12
"D","06/19/2022","02",9624.52
"D","06/19/2022","03",9381.98
"D","06/19/2022","04",9414.86
"D","06/19/2022","05",9306.77
"D","06/19/2022","06",9366.63
"D","06/19/2022","07",9275.66
"D","06/19/2022","08",9471.46
"D","06/19/2022","09",9762.82
"D","06/19/2022","10",9474.8
"D","06/19/2022","11",9462.73
"D","06/19/2022","12",9702.96
"D","06/19/2022","13",9973.59
"D","06/19/2022","14",10055.58
"D","06/19/2022","15",10223.58
"D","06/19/2022","16",10312.38
"D","06/19/2022","17",10951.03
"D","06/19/2022","18",11583.71
"D","06/19/2022","19",11960.06
"D","06/19/2022","20",12102.75
"D","06/19/2022","21",12175.53
"D","06/19/2022","22",11908.98
"D","06/19/2022","23",11100.46
"D","06/19/2022","24",10242.5
